,loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
0,1.4809635877609253,0.5039939284324646,0.8005406260490417,0.880801796913147,1.9608049392700195,0.4811040759086609,0.7894212007522583,0.8758997917175293
1,0.8839861154556274,0.6441549062728882,0.9359270930290222,0.9779620170593262,1.8669248819351196,0.5056663155555725,0.8149562478065491,0.88810795545578
2,0.7447619438171387,0.6807593107223511,0.9602794051170349,0.9887198209762573,2.0305862426757812,0.4952091574668884,0.8180690407752991,0.8883268237113953
3,0.6632213592529297,0.7035869359970093,0.9725861549377441,0.9934335350990295,2.040313720703125,0.5031128525733948,0.8183852434158325,0.8924610614776611
4,0.612798810005188,0.7193135619163513,0.9794988632202148,0.9958876371383667,2.243429183959961,0.48888617753982544,0.8089250922203064,0.8821254968643188
5,0.5786650776863098,0.7289111614227295,0.9836658835411072,0.9969871044158936,2.2452449798583984,0.49238812923431396,0.8080982565879822,0.8775535225868225
6,0.5486459732055664,0.7394016981124878,0.9871465563774109,0.997782826423645,2.266136646270752,0.4985651671886444,0.8174610733985901,0.8866974711418152
7,0.5294966697692871,0.7462050318717957,0.9881488084793091,0.9981351494789124,2.4477837085723877,0.48273345828056335,0.797349214553833,0.8738327026367188
8,0.51506108045578,0.7516658902168274,0.9897646307945251,0.9984510540962219,2.5397257804870605,0.490588515996933,0.8095573782920837,0.8827334642410278
9,0.49916017055511475,0.7571693062782288,0.9912042617797852,0.9988580346107483,2.6239888668060303,0.4967655539512634,0.813448429107666,0.8813959360122681
10,0.4871249198913574,0.7615671753883362,0.9915869235992432,0.9989491105079651,2.7000274658203125,0.5031128525733948,0.8151994347572327,0.8841925859451294
11,0.47762247920036316,0.7652179002761841,0.9925527572631836,0.9990402460098267,2.688612699508667,0.492728590965271,0.8103112578392029,0.8837062120437622
12,0.46910184621810913,0.7685831189155579,0.9928261041641235,0.9991495609283447,2.7423593997955322,0.49447956681251526,0.816172182559967,0.8838521242141724
13,0.4600115418434143,0.7709460854530334,0.9936158061027527,0.9992650151252747,2.6394565105438232,0.49936771392822266,0.816439688205719,0.8847762942314148
14,0.4574042856693268,0.7744327783584595,0.9935307502746582,0.9991253018379211,2.801987409591675,0.49681419134140015,0.8139591217041016,0.882611870765686
15,0.36389750242233276,0.8105941414833069,0.9978926181793213,0.9999210238456726,2.9084973335266113,0.5053219795227051,0.8234021663665771,0.8869987726211548
16,0.3440116345882416,0.8172504305839539,0.9984695315361023,0.9999271035194397,3.0026676654815674,0.5067314505577087,0.8254435062408447,0.8882381319999695
17,0.33545392751693726,0.8198801279067993,0.9986456632614136,0.9999635815620422,3.0985820293426514,0.507095992565155,0.825686514377594,0.889137327671051
18,0.32974663376808167,0.8212952017784119,0.9987307190895081,0.999945342540741,3.1532633304595947,0.5070230960845947,0.8265856504440308,0.8897934556007385
19,0.32537442445755005,0.8228195309638977,0.9988217949867249,0.9999514222145081,3.2226366996765137,0.5076063275337219,0.8280437588691711,0.890449583530426
