,loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
0,3.451937437057495,0.1409081220626831,0.31254062056541443,0.4073621928691864,3.332630157470703,0.16213521361351013,0.34652236104011536,0.45423153042793274
1,2.7422447204589844,0.23446013033390045,0.48187699913978577,0.6041366457939148,3.0975148677825928,0.19413910806179047,0.4177529215812683,0.5392752885818481
2,2.5585081577301025,0.2658344805240631,0.5304540395736694,0.6541169285774231,2.9486687183380127,0.23280641436576843,0.4728112816810608,0.6002432107925415
3,2.448194980621338,0.28815793991088867,0.562441885471344,0.6841731071472168,3.244236469268799,0.18927529454231262,0.4088764488697052,0.5253890752792358
4,2.3604633808135986,0.3058648407459259,0.5843279957771301,0.7063264846801758,2.9574203491210938,0.23815661668777466,0.49890562891960144,0.6144455075263977
5,2.3079774379730225,0.3150129020214081,0.5988458395004272,0.7202247381210327,2.862126588821411,0.2447470873594284,0.5089250802993774,0.6379863619804382
6,2.250136613845825,0.32636597752571106,0.6141473054885864,0.7337220907211304,2.705071210861206,0.293993204832077,0.5608463287353516,0.6801069974899292
7,2.2140135765075684,0.3334973454475403,0.621606707572937,0.7415763139724731,2.964374303817749,0.2452334612607956,0.4975681006908417,0.627723753452301
8,2.179090738296509,0.340015172958374,0.6308155059814453,0.7497038841247559,2.9712467193603516,0.26106518507003784,0.5185797810554504,0.63810795545578
9,2.1483118534088135,0.34653910994529724,0.6375945210456848,0.7574183940887451,2.838275194168091,0.2780155539512634,0.5434581637382507,0.6622081995010376
10,2.12243914604187,0.35307517647743225,0.6439969539642334,0.7616887092590332,2.6949658393859863,0.2943093478679657,0.5786964893341064,0.7012159824371338
11,2.0961897373199463,0.35764920711517334,0.6511040329933167,0.7679575085639954,2.7507216930389404,0.2779669165611267,0.5603355765342712,0.6841925978660583
12,2.0783767700195312,0.3609476089477539,0.6547608375549316,0.7713288068771362,2.673517942428589,0.3051069974899292,0.5793044567108154,0.6984679102897644
13,2.057692289352417,0.36829158663749695,0.6611328721046448,0.7768322229385376,2.942044973373413,0.27198442816734314,0.545525312423706,0.6645671129226685
14,2.0430538654327393,0.371146559715271,0.6648139953613281,0.7800759077072144,2.957548141479492,0.2675340473651886,0.5218385457992554,0.6494163274765015
